,Suburb,Year,Housing_Type,Value
4238,Springvale,2018,3 bedroom flats,420.0
4239,Springvale,2018,3 bedroom houses,390.0
4240,Springvale,2018,4 bedroom houses,470.0
4241,Springvale,2018,All properties,380.0
4242,Springvale,2019,1 bedroom flats,270.0
4243,Springvale,2019,2 bedroom flats,355.0
4244,Springvale,2019,2 bedroom houses,359.0
4245,Springvale,2019,3 bedroom flats,437.5
4246,Springvale,2019,3 bedroom houses,400.0
4247,Springvale,2019,4 bedroom houses,510.0
4248,Springvale,2019,All properties,392.5
4249,Springvale,2020,1 bedroom flats,271.5
4250,Springvale,2020,2 bedroom flats,360.0
4251,Springvale,2020,2 bedroom houses,370.5
4252,Springvale,2020,3 bedroom flats,445.0
4253,Springvale,2020,3 bedroom houses,400.0
4254,Springvale,2020,4 bedroom houses,476.5
4255,Springvale,2020,All properties,397.5
4256,Springvale,2021,1 bedroom flats,272.0
4257,Springvale,2021,2 bedroom flats,350.0
4258,Springvale,2021,2 bedroom houses,367.5
4259,Springvale,2021,3 bedroom flats,432.5
4260,Springvale,2021,3 bedroom houses,400.0
4261,Springvale,2021,4 bedroom houses,487.5
4262,Springvale,2021,All properties,390.0
4263,Springvale,2022,1 bedroom flats,270.0
4264,Springvale,2022,2 bedroom flats,360.0
4265,Springvale,2022,2 bedroom houses,390.0
4266,Springvale,2022,3 bedroom flats,450.0
4267,Springvale,2022,3 bedroom houses,410.0
4268,Springvale,2022,4 bedroom houses,485.0
4269,Springvale,2022,All properties,400.0
4270,St Albans-Deer Park,2018,1 bedroom flats,246.5
4271,St Albans-Deer Park,2018,2 bedroom flats,314.0
4272,St Albans-Deer Park,2018,2 bedroom houses,320.0
4273,St Albans-Deer Park,2018,3 bedroom flats,350.0
4274,St Albans-Deer Park,2018,3 bedroom houses,350.0
4275,St Albans-Deer Park,2018,4 bedroom houses,400.0
4276,St Albans-Deer Park,2018,All properties,350.0
4277,St Albans-Deer Park,2019,1 bedroom flats,259.0
4278,St Albans-Deer Park,2019,2 bedroom flats,320.0
4279,St Albans-Deer Park,2019,2 bedroom houses,330.0
4280,St Albans-Deer Park,2019,3 bedroom flats,360.0
4281,St Albans-Deer Park,2019,3 bedroom houses,357.0
4282,St Albans-Deer Park,2019,4 bedroom houses,410.0
4283,St Albans-Deer Park,2019,All properties,352.5
4284,St Albans-Deer Park,2020,1 bedroom flats,280.0
4285,St Albans-Deer Park,2020,2 bedroom flats,330.0
4286,St Albans-Deer Park,2020,2 bedroom houses,330.0
4287,St Albans-Deer Park,2020,3 bedroom flats,361.5
4288,St Albans-Deer Park,2020,3 bedroom houses,357.5
4289,St Albans-Deer Park,2020,4 bedroom houses,420.0
4290,St Albans-Deer Park,2020,All properties,360.0
4291,St Albans-Deer Park,2021,1 bedroom flats,251.5
4292,St Albans-Deer Park,2021,2 bedroom flats,322.5
4293,St Albans-Deer Park,2021,2 bedroom houses,320.0
4294,St Albans-Deer Park,2021,3 bedroom flats,355.0
4295,St Albans-Deer Park,2021,3 bedroom houses,350.0
4296,St Albans-Deer Park,2021,4 bedroom houses,420.0
4297,St Albans-Deer Park,2021,All properties,350.0
4298,St Albans-Deer Park,2022,1 bedroom flats,290.0
4299,St Albans-Deer Park,2022,2 bedroom flats,320.0
4300,St Albans-Deer Park,2022,2 bedroom houses,330.0
4301,St Albans-Deer Park,2022,3 bedroom flats,360.0
4302,St Albans-Deer Park,2022,3 bedroom houses,360.0
4303,St Albans-Deer Park,2022,4 bedroom houses,420.0
4304,St Albans-Deer Park,2022,All properties,360.0
4305,St Kilda,2018,1 bedroom flats,360.0
4306,St Kilda,2018,2 bedroom flats,485.0
4307,St Kilda,2018,2 bedroom houses,590.0
4308,St Kilda,2018,3 bedroom flats,674.0
4309,St Kilda,2018,3 bedroom houses,750.0
4310,St Kilda,2018,4 bedroom houses,1050.0
4311,St Kilda,2018,All properties,420.0
4312,St Kilda,2019,1 bedroom flats,365.0
4313,St Kilda,2019,2 bedroom flats,497.5
4314,St Kilda,2019,2 bedroom houses,593.5
4315,St Kilda,2019,3 bedroom flats,710.0
4316,St Kilda,2019,3 bedroom houses,735.0
4317,St Kilda,2019,4 bedroom houses,885.0
4318,St Kilda,2019,All properties,430.0
4319,St Kilda,2020,1 bedroom flats,355.0
4320,St Kilda,2020,2 bedroom flats,485.0
4321,St Kilda,2020,2 bedroom houses,609.0
4322,St Kilda,2020,3 bedroom flats,695.0
4323,St Kilda,2020,3 bedroom houses,736.5
4324,St Kilda,2020,4 bedroom houses,937.5
4325,St Kilda,2020,All properties,425.0
4326,St Kilda,2021,1 bedroom flats,320.0
4327,St Kilda,2021,2 bedroom flats,435.0
4328,St Kilda,2021,2 bedroom houses,581.5
4329,St Kilda,2021,3 bedroom flats,611.5
4330,St Kilda,2021,3 bedroom houses,700.0
4331,St Kilda,2021,4 bedroom houses,897.5
4332,St Kilda,2021,All properties,377.5
4333,St Kilda,2022,1 bedroom flats,320.0
4334,St Kilda,2022,2 bedroom flats,445.0
4335,St Kilda,2022,2 bedroom houses,593.0
4336,St Kilda,2022,3 bedroom flats,590.0
4337,St Kilda,2022,3 bedroom houses,750.0
4338,St Kilda,2022,4 bedroom houses,1045.0
4339,St Kilda,2022,All properties,380.0
4340,Sunbury,2018,1 bedroom flats,239.0
4341,Sunbury,2018,2 bedroom flats,322.5
4342,Sunbury,2018,2 bedroom houses,320.0
4343,Sunbury,2018,3 bedroom flats,347.5
4344,Sunbury,2018,3 bedroom houses,355.0
4345,Sunbury,2018,4 bedroom houses,410.0
4346,Sunbury,2018,All properties,361.5
4347,Sunbury,2019,1 bedroom flats,116.5
4348,Sunbury,2019,2 bedroom flats,330.0
4349,Sunbury,2019,2 bedroom houses,340.0
4350,Sunbury,2019,3 bedroom flats,358.0
4351,Sunbury,2019,3 bedroom houses,370.0
4352,Sunbury,2019,4 bedroom houses,420.0
4353,Sunbury,2019,All properties,377.5
4354,Sunbury,2020,1 bedroom flats,250.0
4355,Sunbury,2020,2 bedroom flats,340.0
4356,Sunbury,2020,2 bedroom houses,345.0
4357,Sunbury,2020,3 bedroom flats,360.0
4358,Sunbury,2020,3 bedroom houses,370.0
4359,Sunbury,2020,4 bedroom houses,420.0
4360,Sunbury,2020,All properties,372.5
4361,Sunbury,2021,1 bedroom flats,257.5
4362,Sunbury,2021,2 bedroom flats,350.0
4363,Sunbury,2021,2 bedroom houses,350.0
4364,Sunbury,2021,3 bedroom flats,370.0
4365,Sunbury,2021,3 bedroom houses,380.0
4366,Sunbury,2021,4 bedroom houses,445.0
4367,Sunbury,2021,All properties,385.0
4368,Sunbury,2022,1 bedroom flats,265.0
4369,Sunbury,2022,2 bedroom flats,360.0
4370,Sunbury,2022,2 bedroom houses,360.0
4371,Sunbury,2022,3 bedroom flats,380.0
4372,Sunbury,2022,3 bedroom houses,390.0
4373,Sunbury,2022,4 bedroom houses,460.0
4374,Sunbury,2022,All properties,400.0
4375,Sunshine,2018,1 bedroom flats,235.0
4376,Sunshine,2018,2 bedroom flats,312.5
4377,Sunshine,2018,2 bedroom houses,320.0
4378,Sunshine,2018,3 bedroom flats,364.0
4379,Sunshine,2018,3 bedroom houses,350.0
4380,Sunshine,2018,4 bedroom houses,400.0
4381,Sunshine,2018,All properties,345.0
4382,Sunshine,2019,1 bedroom flats,245.0
4383,Sunshine,2019,2 bedroom flats,326.5
4384,Sunshine,2019,2 bedroom houses,340.0
4385,Sunshine,2019,3 bedroom flats,382.5
4386,Sunshine,2019,3 bedroom houses,360.0
4387,Sunshine,2019,4 bedroom houses,420.0
4388,Sunshine,2019,All properties,355.0
4389,Sunshine,2020,1 bedroom flats,250.0
4390,Sunshine,2020,2 bedroom flats,330.0
4391,Sunshine,2020,2 bedroom houses,350.0
4392,Sunshine,2020,3 bedroom flats,380.0
4393,Sunshine,2020,3 bedroom houses,370.0
4394,Sunshine,2020,4 bedroom houses,417.5
4395,Sunshine,2020,All properties,360.0
4396,Sunshine,2021,1 bedroom flats,239.0
4397,Sunshine,2021,2 bedroom flats,320.0
4398,Sunshine,2021,2 bedroom houses,350.0
4399,Sunshine,2021,3 bedroom flats,371.5
4400,Sunshine,2021,3 bedroom houses,360.0
4401,Sunshine,2021,4 bedroom houses,420.0
4402,Sunshine,2021,All properties,350.0
4403,Sunshine,2022,1 bedroom flats,240.0
4404,Sunshine,2022,2 bedroom flats,325.0
4405,Sunshine,2022,2 bedroom houses,350.0
4406,Sunshine,2022,3 bedroom flats,380.0
4407,Sunshine,2022,3 bedroom houses,365.0
4408,Sunshine,2022,4 bedroom houses,440.0
4409,Sunshine,2022,All properties,360.0
4410,Swan Hill,2018,1 bedroom flats,146.5
4411,Swan Hill,2018,2 bedroom flats,230.0
4412,Swan Hill,2018,2 bedroom houses,220.0
4413,Swan Hill,2018,3 bedroom flats,297.5
4414,Swan Hill,2018,3 bedroom houses,272.5
4415,Swan Hill,2018,4 bedroom houses,360.0
4416,Swan Hill,2018,All properties,250.0
4417,Swan Hill,2019,1 bedroom flats,152.5
4418,Swan Hill,2019,2 bedroom flats,230.0
4419,Swan Hill,2019,2 bedroom houses,244.0
4420,Swan Hill,2019,3 bedroom flats,300.0
4421,Swan Hill,2019,3 bedroom houses,300.0
4422,Swan Hill,2019,4 bedroom houses,350.0
4423,Swan Hill,2019,All properties,260.0
4424,Swan Hill,2020,1 bedroom flats,159.0
4425,Swan Hill,2020,2 bedroom flats,245.0
4426,Swan Hill,2020,2 bedroom houses,265.0
4427,Swan Hill,2020,3 bedroom flats,325.0
4428,Swan Hill,2020,3 bedroom houses,310.0
4429,Swan Hill,2020,4 bedroom houses,400.0
4430,Swan Hill,2020,All properties,275.0
4431,Swan Hill,2021,1 bedroom flats,170.0
4432,Swan Hill,2021,2 bedroom flats,260.0
4433,Swan Hill,2021,2 bedroom houses,275.0
4434,Swan Hill,2021,3 bedroom flats,359.0
4435,Swan Hill,2021,3 bedroom houses,337.5
4436,Swan Hill,2021,4 bedroom houses,397.5
4437,Swan Hill,2021,All properties,300.0
4438,Swan Hill,2022,1 bedroom flats,170.0
4439,Swan Hill,2022,2 bedroom flats,270.0
4440,Swan Hill,2022,2 bedroom houses,300.0
4441,Swan Hill,2022,3 bedroom flats,363.0
4442,Swan Hill,2022,3 bedroom houses,340.0
4443,Swan Hill,2022,4 bedroom houses,400.0
4444,Swan Hill,2022,All properties,300.0
4445,Sydenham,2018,1 bedroom flats,0.0
4446,Sydenham,2018,2 bedroom flats,345.0
4447,Sydenham,2018,2 bedroom houses,345.0
4448,Sydenham,2018,3 bedroom flats,360.0
4449,Sydenham,2018,3 bedroom houses,385.0
4450,Sydenham,2018,4 bedroom houses,442.5
4451,Sydenham,2018,All properties,395.0
4452,Sydenham,2019,1 bedroom flats,0.0
4453,Sydenham,2019,2 bedroom flats,360.0
4454,Sydenham,2019,2 bedroom houses,350.0
4455,Sydenham,2019,3 bedroom flats,370.0
4456,Sydenham,2019,3 bedroom houses,390.0
4457,Sydenham,2019,4 bedroom houses,450.0
4458,Sydenham,2019,All properties,400.0
4459,Sydenham,2020,1 bedroom flats,0.0
4460,Sydenham,2020,2 bedroom flats,360.0
4461,Sydenham,2020,2 bedroom houses,355.0
4462,Sydenham,2020,3 bedroom flats,370.0
4463,Sydenham,2020,3 bedroom houses,390.0
4464,Sydenham,2020,4 bedroom houses,440.0
4465,Sydenham,2020,All properties,400.0
4466,Sydenham,2021,1 bedroom flats,0.0
4467,Sydenham,2021,2 bedroom flats,360.0
4468,Sydenham,2021,2 bedroom houses,370.0
4469,Sydenham,2021,3 bedroom flats,370.0
4470,Sydenham,2021,3 bedroom houses,390.0
4471,Sydenham,2021,4 bedroom houses,430.0
4472,Sydenham,2021,All properties,400.0
4473,Sydenham,2022,1 bedroom flats,340.0
4474,Sydenham,2022,2 bedroom flats,365.0
4475,Sydenham,2022,2 bedroom houses,370.0
4476,Sydenham,2022,3 bedroom flats,375.0
4477,Sydenham,2022,3 bedroom houses,400.0
4478,Sydenham,2022,4 bedroom houses,440.0
4479,Sydenham,2022,All properties,410.0
4480,Thomastown-Lalor,2018,1 bedroom flats,300.0
4481,Thomastown-Lalor,2018,2 bedroom flats,325.0
4482,Thomastown-Lalor,2018,2 bedroom houses,337.5
4483,Thomastown-Lalor,2018,3 bedroom flats,365.0
4484,Thomastown-Lalor,2018,3 bedroom houses,362.5
4485,Thomastown-Lalor,2018,4 bedroom houses,420.0
4486,Thomastown-Lalor,2018,All properties,355.0
4487,Thomastown-Lalor,2019,1 bedroom flats,300.0
4488,Thomastown-Lalor,2019,2 bedroom flats,340.0
4489,Thomastown-Lalor,2019,2 bedroom houses,345.0
4490,Thomastown-Lalor,2019,3 bedroom flats,375.0
4491,Thomastown-Lalor,2019,3 bedroom houses,370.0
4492,Thomastown-Lalor,2019,4 bedroom houses,430.0
4493,Thomastown-Lalor,2019,All properties,360.0
4494,Thomastown-Lalor,2020,1 bedroom flats,300.0
4495,Thomastown-Lalor,2020,2 bedroom flats,337.5
4496,Thomastown-Lalor,2020,2 bedroom houses,347.5
4497,Thomastown-Lalor,2020,3 bedroom flats,382.0
4498,Thomastown-Lalor,2020,3 bedroom houses,370.0
4499,Thomastown-Lalor,2020,4 bedroom houses,430.0
4500,Thomastown-Lalor,2020,All properties,362.0
4501,Thomastown-Lalor,2021,1 bedroom flats,300.0
4502,Thomastown-Lalor,2021,2 bedroom flats,330.0
4503,Thomastown-Lalor,2021,2 bedroom houses,340.0
4504,Thomastown-Lalor,2021,3 bedroom flats,372.5
4505,Thomastown-Lalor,2021,3 bedroom houses,370.0
4506,Thomastown-Lalor,2021,4 bedroom houses,440.0
4507,Thomastown-Lalor,2021,All properties,360.0
4508,Thomastown-Lalor,2022,1 bedroom flats,300.0
4509,Thomastown-Lalor,2022,2 bedroom flats,330.0
4510,Thomastown-Lalor,2022,2 bedroom houses,350.0
4511,Thomastown-Lalor,2022,3 bedroom flats,385.0
4512,Thomastown-Lalor,2022,3 bedroom houses,380.0
4513,Thomastown-Lalor,2022,4 bedroom houses,431.0
4514,Thomastown-Lalor,2022,All properties,370.0
4515,Thornbury,2018,1 bedroom flats,300.0
4516,Thornbury,2018,2 bedroom flats,400.0
4517,Thornbury,2018,2 bedroom houses,520.0
4518,Thornbury,2018,3 bedroom flats,599.0
4519,Thornbury,2018,3 bedroom houses,600.0
4520,Thornbury,2018,4 bedroom houses,708.5
4521,Thornbury,2018,All properties,415.0
4522,Thornbury,2019,1 bedroom flats,302.5
4523,Thornbury,2019,2 bedroom flats,405.0
4524,Thornbury,2019,2 bedroom houses,520.0
4525,Thornbury,2019,3 bedroom flats,630.0
4526,Thornbury,2019,3 bedroom houses,635.0
4527,Thornbury,2019,4 bedroom houses,817.5
4528,Thornbury,2019,All properties,422.5
4529,Thornbury,2020,1 bedroom flats,310.0
4530,Thornbury,2020,2 bedroom flats,412.5
4531,Thornbury,2020,2 bedroom houses,550.0
4532,Thornbury,2020,3 bedroom flats,600.0
4533,Thornbury,2020,3 bedroom houses,645.0
4534,Thornbury,2020,4 bedroom houses,750.0
4535,Thornbury,2020,All properties,420.0
4536,Thornbury,2021,1 bedroom flats,297.5
4537,Thornbury,2021,2 bedroom flats,400.0
4538,Thornbury,2021,2 bedroom houses,550.0
4539,Thornbury,2021,3 bedroom flats,591.5
4540,Thornbury,2021,3 bedroom houses,650.0
4541,Thornbury,2021,4 bedroom houses,830.0
4542,Thornbury,2021,All properties,400.0
4543,Thornbury,2022,1 bedroom flats,290.0
4544,Thornbury,2022,2 bedroom flats,400.0
4545,Thornbury,2022,2 bedroom houses,550.0
4546,Thornbury,2022,3 bedroom flats,600.0
4547,Thornbury,2022,3 bedroom houses,655.0
4548,Thornbury,2022,4 bedroom houses,825.0
4549,Thornbury,2022,All properties,400.0
4550,Toorak,2018,1 bedroom flats,340.0
4551,Toorak,2018,2 bedroom flats,495.0
4552,Toorak,2018,2 bedroom houses,655.0
4553,Toorak,2018,3 bedroom flats,735.0
4554,Toorak,2018,3 bedroom houses,1100.0
4555,Toorak,2018,4 bedroom houses,1562.5
4556,Toorak,2018,All properties,500.0
4557,Toorak,2019,1 bedroom flats,350.0
4558,Toorak,2019,2 bedroom flats,500.0
4559,Toorak,2019,2 bedroom houses,645.5
4560,Toorak,2019,3 bedroom flats,697.5
4561,Toorak,2019,3 bedroom houses,999.0
4562,Toorak,2019,4 bedroom houses,1244.0
4563,Toorak,2019,All properties,500.0
4564,Toorak,2020,1 bedroom flats,345.0
4565,Toorak,2020,2 bedroom flats,500.0
4566,Toorak,2020,2 bedroom houses,646.5
4567,Toorak,2020,3 bedroom flats,750.0
4568,Toorak,2020,3 bedroom houses,955.0
4569,Toorak,2020,4 bedroom houses,1200.0
4570,Toorak,2020,All properties,522.5
4571,Toorak,2021,1 bedroom flats,310.0
4572,Toorak,2021,2 bedroom flats,460.0
4573,Toorak,2021,2 bedroom houses,590.0
4574,Toorak,2021,3 bedroom flats,695.0
4575,Toorak,2021,3 bedroom houses,1000.0
4576,Toorak,2021,4 bedroom houses,1337.5
4577,Toorak,2021,All properties,500.0
4578,Toorak,2022,1 bedroom flats,315.0
4579,Toorak,2022,2 bedroom flats,495.0
4580,Toorak,2022,2 bedroom houses,590.0
4581,Toorak,2022,3 bedroom flats,700.0
4582,Toorak,2022,3 bedroom houses,1025.0
4583,Toorak,2022,4 bedroom houses,1400.0
4584,Toorak,2022,All properties,500.0
4585,Torquay,2018,1 bedroom flats,125.0
4586,Torquay,2018,2 bedroom flats,345.0
4587,Torquay,2018,2 bedroom houses,395.0
4588,Torquay,2018,3 bedroom flats,450.0
4589,Torquay,2018,3 bedroom houses,470.0
4590,Torquay,2018,4 bedroom houses,550.0
4591,Torquay,2018,All properties,487.5
4592,Torquay,2019,1 bedroom flats,145.0
4593,Torquay,2019,2 bedroom flats,375.0
4594,Torquay,2019,2 bedroom houses,374.0
4595,Torquay,2019,3 bedroom flats,477.5
4596,Torquay,2019,3 bedroom houses,480.0
4597,Torquay,2019,4 bedroom houses,550.0
4598,Torquay,2019,All properties,500.0
4599,Torquay,2020,1 bedroom flats,304.0
4600,Torquay,2020,2 bedroom flats,382.5
4601,Torquay,2020,2 bedroom houses,392.5
4602,Torquay,2020,3 bedroom flats,480.0
4603,Torquay,2020,3 bedroom houses,490.0
4604,Torquay,2020,4 bedroom houses,550.0
4605,Torquay,2020,All properties,500.0
4606,Torquay,2021,1 bedroom flats,300.0
4607,Torquay,2021,2 bedroom flats,420.0
4608,Torquay,2021,2 bedroom houses,432.5
4609,Torquay,2021,3 bedroom flats,517.5
4610,Torquay,2021,3 bedroom houses,535.0
4611,Torquay,2021,4 bedroom houses,610.0
4612,Torquay,2021,All properties,550.0
4613,Torquay,2022,1 bedroom flats,315.0
4614,Torquay,2022,2 bedroom flats,450.0
4615,Torquay,2022,2 bedroom houses,500.0
4616,Torquay,2022,3 bedroom flats,555.0
4617,Torquay,2022,3 bedroom houses,580.0
4618,Torquay,2022,4 bedroom houses,650.0
4619,Torquay,2022,All properties,600.0
4620,Traralgon,2018,1 bedroom flats,172.5
4621,Traralgon,2018,2 bedroom flats,233.0
4622,Traralgon,2018,2 bedroom houses,255.0
4623,Traralgon,2018,3 bedroom flats,300.0
4624,Traralgon,2018,3 bedroom houses,290.0
4625,Traralgon,2018,4 bedroom houses,365.0
4626,Traralgon,2018,All properties,280.0
4627,Traralgon,2019,1 bedroom flats,187.5
4628,Traralgon,2019,2 bedroom flats,240.0
4629,Traralgon,2019,2 bedroom houses,260.0
4630,Traralgon,2019,3 bedroom flats,296.5
4631,Traralgon,2019,3 bedroom houses,300.0
4632,Traralgon,2019,4 bedroom houses,395.0
4633,Traralgon,2019,All properties,287.5
4634,Traralgon,2020,1 bedroom flats,195.0
4635,Traralgon,2020,2 bedroom flats,250.0
4636,Traralgon,2020,2 bedroom houses,277.5
4637,Traralgon,2020,3 bedroom flats,320.0
4638,Traralgon,2020,3 bedroom houses,325.0
4639,Traralgon,2020,4 bedroom houses,410.0
4640,Traralgon,2020,All properties,305.0
4641,Traralgon,2021,1 bedroom flats,210.0
4642,Traralgon,2021,2 bedroom flats,276.5
4643,Traralgon,2021,2 bedroom houses,310.0
4644,Traralgon,2021,3 bedroom flats,355.0
4645,Traralgon,2021,3 bedroom houses,355.0
4646,Traralgon,2021,4 bedroom houses,450.0
4647,Traralgon,2021,All properties,345.0
4648,Traralgon,2022,1 bedroom flats,245.0
4649,Traralgon,2022,2 bedroom flats,300.0
4650,Traralgon,2022,2 bedroom houses,340.0
4651,Traralgon,2022,3 bedroom flats,380.0
4652,Traralgon,2022,3 bedroom houses,380.0
4653,Traralgon,2022,4 bedroom houses,460.0
4654,Traralgon,2022,All properties,380.0
4655,Vermont-Forest Hill-Burwood East,2018,1 bedroom flats,255.0
4656,Vermont-Forest Hill-Burwood East,2018,2 bedroom flats,382.5
4657,Vermont-Forest Hill-Burwood East,2018,2 bedroom houses,400.0
4658,Vermont-Forest Hill-Burwood East,2018,3 bedroom flats,467.5
4659,Vermont-Forest Hill-Burwood East,2018,3 bedroom houses,440.0
4660,Vermont-Forest Hill-Burwood East,2018,4 bedroom houses,519.0
4661,Vermont-Forest Hill-Burwood East,2018,All properties,450.0
4662,Vermont-Forest Hill-Burwood East,2019,1 bedroom flats,350.0
4663,Vermont-Forest Hill-Burwood East,2019,2 bedroom flats,390.0
4664,Vermont-Forest Hill-Burwood East,2019,2 bedroom houses,405.5
4665,Vermont-Forest Hill-Burwood East,2019,3 bedroom flats,460.0
4666,Vermont-Forest Hill-Burwood East,2019,3 bedroom houses,450.0
4667,Vermont-Forest Hill-Burwood East,2019,4 bedroom houses,515.5
4668,Vermont-Forest Hill-Burwood East,2019,All properties,455.0
4669,Vermont-Forest Hill-Burwood East,2020,1 bedroom flats,341.5
4670,Vermont-Forest Hill-Burwood East,2020,2 bedroom flats,385.0
4671,Vermont-Forest Hill-Burwood East,2020,2 bedroom houses,399.0
4672,Vermont-Forest Hill-Burwood East,2020,3 bedroom flats,474.0
4673,Vermont-Forest Hill-Burwood East,2020,3 bedroom houses,450.0
4674,Vermont-Forest Hill-Burwood East,2020,4 bedroom houses,540.0
4675,Vermont-Forest Hill-Burwood East,2020,All properties,460.0
4676,Vermont-Forest Hill-Burwood East,2021,1 bedroom flats,349.0
4677,Vermont-Forest Hill-Burwood East,2021,2 bedroom flats,387.5
4678,Vermont-Forest Hill-Burwood East,2021,2 bedroom houses,380.0
4679,Vermont-Forest Hill-Burwood East,2021,3 bedroom flats,451.5
